"RECTYPE","MIBOMD","bomItem","bomRev","bomEntry","lineNbr","dType","partId","qty","lead","cmnt","opCode","srcLoc","altItems",
"<TBLNAME>","MIBOMD","QS-101-1","2",42,35,0,"INSTREG-0013",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",1,9,0,"HUTHRD-0003",7.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",2,10,0,"SWLDELL-0005",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",3,11,0,"SWLDCRSS-0001",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",4,12,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",5,13,0,"VLVBL-0037",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",6,14,0,"VLVCTRL-0014",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",7,15,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",8,16,0,"PIPECC-0018",2.310000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",9,17,0,"PIPECC-0018",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",10,18,0,"PIPECC-0018",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",11,19,0,"PIPECC-0018",0.770000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",12,20,0,"PIPECC-0018",0.850000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",13,21,0,"PIPECC-0018",0.860000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",14,22,0,"PIPECC-0018",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",15,23,0,"PIPECC-0018",1.550000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",16,24,0,"PIPECC-0018",1.610000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",17,25,0,"PIPECC-0018",2.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",18,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",19,2,0,"LABOR-1300",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",20,3,0,"LABOR-1500",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",21,4,0,"LABOR-1600",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",22,5,0,"LABOR-1700",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",23,6,0,"LABOR-1725",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",24,7,0,"LABOR-1750",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-1","0",25,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",1,1,0,"LABOR-1100",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",2,2,0,"LABOR-1300",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",3,3,0,"LABOR-1500",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",4,4,0,"LABOR-1600",0.500000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",5,5,0,"LABOR-1700",0.250000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",6,6,0,"LABOR-1725",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",7,7,0,"LABOR-1750",0.150000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",9,8,0,"SWLDELL-0005",1.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",10,9,0,"VLVBL-0037",2.000000,0,"","","NTPV",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",12,10,0,"HUTHRD-0003",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",13,11,0,"SWLDTEE-0005",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",14,12,0,"SWLDELL-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",15,13,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",16,14,0,"PIPECC-0018",0.990000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",17,15,0,"PIPECC-0018",0.610000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",18,16,0,"PIPECC-0018",0.670000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",19,17,0,"PIPECC-0018",0.730000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",20,18,0,"PIPECC-0018",5.910000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",21,19,0,"PLUGBL-0006-50",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-10","0",22,20,0,"VLVINST-0002",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",1,9,0,"HUTHRD-0003",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",2,10,0,"SWLDELL-0005",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",3,11,0,"SWLDTEE-0005",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",4,12,0,"THRDEL-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",5,13,0,"PLUGBL-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",6,14,0,"VLVBL-0037",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",7,15,0,"VLVCTRL-0017",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",8,16,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",9,17,0,"PIPENIP-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",10,18,0,"PIPENIP-0021",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",11,19,0,"PIPECC-0018",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",12,20,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",13,21,0,"PIPECC-0018",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",14,22,0,"PIPECC-0018",1.700000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",15,23,0,"PIPECC-0018",0.510000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",16,24,0,"PIPECC-0018",0.830000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",17,25,0,"PIPECC-0018",0.960000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",18,26,0,"PIPECC-0018",1.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",19,27,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",20,28,0,"PIPECC-0018",2.260000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",21,29,0,"PIPECC-0018",2.480000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",22,30,0,"PIPECC-0018",3.530000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",23,31,0,"PIPECC-0018",3.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",24,32,0,"PIPECC-0018",3.920000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",25,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",26,2,0,"LABOR-1300",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",27,3,0,"LABOR-1500",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",28,4,0,"LABOR-1600",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",29,5,0,"LABOR-1700",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",30,6,0,"LABOR-1725",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",31,7,0,"LABOR-1750",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","0",32,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",1,9,0,"HUTHRD-0003",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",2,10,0,"SWLDELL-0005",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",3,11,0,"SWLDTEE-0005",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",4,12,0,"THRDEL-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",5,13,0,"PLUGBL-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",6,14,0,"VLVBL-0037",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",7,15,0,"VLVCTRL-0017",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",8,16,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",9,17,0,"PIPENIP-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",10,18,0,"PIPENIP-0021",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",11,19,0,"PIPECC-0018",0.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",12,20,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",13,21,0,"PIPECC-0018",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",14,22,0,"PIPECC-0018",1.700000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",15,23,0,"PIPECC-0018",0.510000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",16,24,0,"PIPECC-0018",0.830000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",17,25,0,"PIPECC-0018",0.960000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",18,26,0,"PIPECC-0018",1.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",19,27,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",20,28,0,"PIPECC-0018",2.260000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",21,29,0,"PIPECC-0018",2.480000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",22,30,0,"PIPECC-0018",3.530000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",23,31,0,"PIPECC-0018",3.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",24,32,0,"PIPECC-0018",3.920000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",25,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",26,2,0,"LABOR-1300",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",27,3,0,"LABOR-1500",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",28,4,0,"LABOR-1600",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",29,5,0,"LABOR-1700",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",30,6,0,"LABOR-1725",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",31,7,0,"LABOR-1750",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","1",32,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",25,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",26,2,0,"LABOR-1300",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",27,3,0,"LABOR-1500",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",28,4,0,"LABOR-1600",8.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",29,5,0,"LABOR-1700",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",30,6,0,"LABOR-1725",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",31,7,0,"LABOR-1750",1.500000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",32,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",33,9,0,"HUTHRD-0003",7.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",34,10,0,"SWLDELL-0005",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",35,11,0,"SWLDTEE-0005",6.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",36,12,0,"THRDEL-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",37,13,0,"PLUGBL-0006-50",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",38,14,0,"VLVBL-0037",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",39,15,0,"VLVCTRL-0017",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",40,16,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",41,17,0,"PIPENIP-0007",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",42,18,0,"PIPENIP-0021",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",43,19,0,"PIPECC-0018",0.290000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",44,20,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",45,21,0,"PIPECC-0018",0.290000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",46,22,0,"PIPECC-0018",0.990000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",47,23,0,"PIPECC-0018",1.650000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",48,24,0,"PIPECC-0018",0.510000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",49,25,0,"PIPECC-0018",0.830000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",50,26,0,"PIPECC-0018",0.960000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",51,27,0,"PIPECC-0018",1.150000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",52,28,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",53,29,0,"PIPECC-0018",2.260000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",54,30,0,"PIPECC-0018",2.480000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",55,31,0,"PIPECC-0018",3.530000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",56,32,0,"PIPECC-0018",3.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",57,33,0,"PIPECC-0018",3.920000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-2","2",58,34,0,"VLVINST-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",1,9,0,"HUTHRD-0003",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",2,10,0,"SWLDELL-0005",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",3,11,0,"VLVBL-0037",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",4,12,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",5,13,0,"VLVCTRL-0015",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",6,14,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",7,15,0,"PIPECC-0018",1.700000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",8,16,0,"PIPECC-0018",0.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",9,17,0,"PIPECC-0018",0.600000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",10,18,0,"PIPECC-0018",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",11,19,0,"PIPECC-0018",1.110000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",12,20,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",13,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",14,2,0,"LABOR-1300",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",15,3,0,"LABOR-1500",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",16,4,0,"LABOR-1600",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",17,5,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",18,6,0,"LABOR-1725",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",19,7,0,"LABOR-1750",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","0",20,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",1,9,0,"HUTHRD-0003",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",2,10,0,"SWLDELL-0005",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",3,11,0,"VLVBL-0037",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",4,12,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",5,13,0,"VLVCTRL-0015",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",6,14,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",7,15,0,"PIPECC-0018",1.980000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",8,16,0,"PIPECC-0018",0.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",9,17,0,"PIPECC-0018",0.600000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",10,18,0,"PIPECC-0018",0.750000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",11,19,0,"PIPECC-0018",1.110000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",12,20,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",13,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",14,2,0,"LABOR-1300",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",15,3,0,"LABOR-1500",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",16,4,0,"LABOR-1600",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",17,5,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",18,6,0,"LABOR-1725",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",19,7,0,"LABOR-1750",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",20,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",21,21,0,"SWLDTEE-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","1",22,22,0,"PLUGBL-0006",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",1,9,0,"HUTHRD-0003",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",2,10,0,"SWLDELL-0005",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",3,11,0,"VLVBL-0037",5.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",4,12,0,"VLVCHEK-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",5,13,0,"VLVCTRL-0015",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",6,14,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",7,15,0,"PIPECC-0018",2.310000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",8,16,0,"PIPECC-0018",0.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",9,17,0,"PIPECC-0018",0.530000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",10,18,0,"PIPECC-0018",0.830000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",11,19,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",12,20,0,"PIPECC-0018",2.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",13,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",14,2,0,"LABOR-1300",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",15,3,0,"LABOR-1500",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",16,4,0,"LABOR-1600",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",17,5,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",18,6,0,"LABOR-1725",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",19,7,0,"LABOR-1750",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",20,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",21,21,0,"SWLDTEE-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",22,28,0,"PLUGBL-0006-50",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",23,29,0,"SWPLUG-0003",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",24,22,0,"PIPECC-0018",1.340000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",25,23,0,"PIPECC-0018",5.910000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",26,24,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",27,25,0,"PIPECC-0018",1.260000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",28,26,0,"PIPECC-0018",0.330000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",29,27,0,"PIPECC-0018",0.600000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-3","2",30,30,0,"VLVINST-0002",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",1,9,0,"HUTHRD-0003",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",2,10,0,"SWLDELL-0005",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",3,11,0,"SWLDTEE-0005",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",4,12,0,"VLVBL-0037",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",5,13,0,"PIPENIP-0007",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",6,14,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",7,15,0,"PIPECC-0018",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",8,16,0,"PIPECC-0018",0.330000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",9,17,0,"PIPECC-0018",0.660000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",10,18,0,"PIPECC-0018",0.460000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",11,19,0,"PIPECC-0018",0.470000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",12,20,0,"PIPECC-0018",8.140000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",13,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",14,2,0,"LABOR-1300",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",15,3,0,"LABOR-1500",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",16,4,0,"LABOR-1600",4.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",17,5,0,"LABOR-1700",3.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",18,6,0,"LABOR-1725",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",19,7,0,"LABOR-1750",1.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","0",20,8,0,"LABOR-1991",50.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","1",13,1,0,"LABOR-1100",0.250000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","1",14,2,0,"LABOR-1300",2.000000,0,"","","",0,
"<TBLNAME>","MIBOMD","QS-101-2-4","1",15,3,0,"LABOR-1500",3.000000,0,"","","",0,
